xflr5,v6.57

Calculated,polar,for:,KC-135,Winglet,(supercritical,Whitcomb)

1,1,Reynolds,number,fixed,Mach,number,fixed

xtrf,=,1.000,(top),1.000,(bottom)
Mach,=,0.000,Re,=,0.100,e,6,Ncrit,=,9.000

alpha,CL,CD,CDp,Cm,Top,Xtr,Bot,Xtr,Cpmin,Chinge,XCp
-11.250,-0.2040,0.07324,0.06919,-0.0282,1.0000,0.0640,-0.7089,0.0000,0.0000,0.0000,0.1157
-11.000,-0.2067,0.07196,0.06795,-0.0276,1.0000,0.0681,-0.7260,0.0000,0.0000,0.0000,0.1203
-10.750,-0.2141,0.07146,0.06750,-0.0276,1.0000,0.0717,-0.7688,0.0000,0.0000,0.0000,0.1247
-10.500,-0.2249,0.07154,0.06762,-0.0280,1.0000,0.0734,-0.8295,0.0000,0.0000,0.0000,0.1285
-10.250,-0.2359,0.07159,0.06771,-0.0285,1.0000,0.0743,-0.8894,0.0000,0.0000,0.0000,0.1322
-10.000,-0.2465,0.07129,0.06746,-0.0288,1.0000,0.0748,-0.9440,0.0000,0.0000,0.0000,0.1360
-9.750,-0.2556,0.07068,0.06689,-0.0289,1.0000,0.0751,-0.9896,0.0000,0.0000,0.0000,0.1398
-9.500,-0.2224,0.06248,0.05879,-0.0226,1.0000,0.0847,-0.7635,0.0000,0.0000,0.0000,0.1516
-9.250,-0.2244,0.06100,0.05735,-0.0216,1.0000,0.0877,-0.7486,0.0000,0.0000,0.0000,0.1568
-9.000,-0.2281,0.05958,0.05598,-0.0209,1.0000,0.0907,-0.7437,0.0000,0.0000,0.0000,0.1615
-8.750,-0.2335,0.05821,0.05457,-0.0204,1.0000,0.0933,-0.7419,0.0000,0.0000,0.0000,0.1655
-8.500,-0.2431,0.05714,0.05362,-0.0205,1.0000,0.0962,-0.7849,0.0000,0.0000,0.0000,0.1683
-8.250,-0.2573,0.05636,0.05288,-0.0212,1.0000,0.0980,-0.8509,0.0000,0.0000,0.0000,0.1703
-8.000,-0.2731,0.05552,0.05208,-0.0219,1.0000,0.0990,-0.9193,0.0000,0.0000,0.0000,0.1723
-7.750,-0.2889,0.05440,0.05100,-0.0223,1.0000,0.0994,-0.9826,0.0000,0.0000,0.0000,0.1747
-7.500,-0.3055,0.05294,0.04958,-0.0227,1.0000,0.0997,-1.0450,0.0000,0.0000,0.0000,0.1776
-7.250,-0.3239,0.05118,0.04784,-0.0228,1.0000,0.0998,-1.1096,0.0000,0.0000,0.0000,0.1812
-7.000,-0.3445,0.04912,0.04581,-0.0225,1.0000,0.0998,-1.1749,0.0000,0.0000,0.0000,0.1861
-6.750,-0.3649,0.04675,0.04344,-0.0230,1.0000,0.0999,-1.2437,0.0000,0.0000,0.0000,0.1882
-6.500,-0.3806,0.04453,0.04116,-0.0244,1.0000,0.1000,-1.3060,0.0000,0.0000,0.0000,0.1871
-6.250,-0.4206,0.06997,0.06517,-0.0486,1.0000,0.0992,-1.7237,0.0000,0.0000,0.0000,0.1324
-6.000,-0.4138,0.06347,0.05865,-0.0514,1.0000,0.1025,-1.7225,0.0000,0.0000,0.0000,0.1239
-5.750,-0.4080,0.06013,0.05552,-0.0478,1.0000,0.1064,-1.5799,0.0000,0.0000,0.0000,0.1311
-5.500,-0.3961,0.05759,0.05299,-0.0473,1.0000,0.1136,-1.4661,0.0000,0.0000,0.0000,0.1288
-5.250,-0.3710,0.05322,0.04822,-0.0543,1.0000,0.1294,-1.4370,0.0000,0.0000,0.0000,0.1019
-5.000,-0.3593,0.05089,0.04602,-0.0523,1.0000,0.1379,-1.3506,0.0000,0.0000,0.0000,0.1027
-4.750,-0.3379,0.04783,0.04287,-0.0548,1.0000,0.1586,-1.2947,0.0000,0.0000,0.0000,0.0862
-4.500,-0.3180,0.04596,0.04098,-0.0554,1.0000,0.1835,-1.2201,0.0000,0.0000,0.0000,0.0742
-4.250,-0.2999,0.04341,0.03849,-0.0557,1.0000,0.2135,-1.1477,0.0000,0.0000,0.0000,0.0627
-4.000,-0.2806,0.04274,0.03785,-0.0544,1.0000,0.2407,-1.0750,0.0000,0.0000,0.0000,0.0546
-3.750,-0.2683,0.04039,0.03569,-0.0523,1.0000,0.2849,-1.0026,0.0000,0.0000,0.0000,0.0534
-3.500,-0.2568,0.03970,0.03516,-0.0486,1.0000,0.3405,-0.9331,0.0000,0.0000,0.0000,0.0591
-3.250,-0.1321,0.02995,0.02351,-0.0744,1.0000,0.1833,-1.0589,0.0000,0.0000,0.0000,-0.3167
-3.000,-0.0730,0.02752,0.01937,-0.0755,1.0000,0.0769,-1.2862,0.0000,0.0000,0.0000,-0.7907
-2.750,-0.0362,0.02490,0.01642,-0.0772,1.0000,0.0656,-1.2445,0.0000,0.0000,0.0000,-1.8977
-2.500,-0.0019,0.02347,0.01461,-0.0777,1.0000,0.0563,-1.2420,0.0000,0.0000,0.0000,-40.0815
-2.250,0.0248,0.02327,0.01423,-0.0771,1.0000,0.0518,-1.1854,0.0000,0.0000,0.0000,3.3700
-2.000,0.0546,0.02243,0.01333,-0.0774,1.0000,0.0492,-1.1154,0.0000,0.0000,0.0000,1.6751
-1.750,0.0889,0.02113,0.01202,-0.0787,1.0000,0.0469,-1.0589,0.0000,0.0000,0.0000,1.1387
-1.500,0.1227,0.02034,0.01123,-0.0799,1.0000,0.0453,-0.9895,0.0000,0.0000,0.0000,0.9038
-1.250,0.1561,0.01989,0.01070,-0.0813,1.0000,0.0447,-0.9120,0.0000,0.0000,0.0000,0.7723
-1.000,0.1881,0.01970,0.01035,-0.0825,1.0000,0.0453,-0.8305,0.0000,0.0000,0.0000,0.6895
-0.750,0.2184,0.01969,0.01017,-0.0834,1.0000,0.0475,-0.7502,0.0000,0.0000,0.0000,0.6323
-0.500,0.2483,0.01975,0.01011,-0.0842,1.0000,0.0566,-0.6847,0.0000,0.0000,0.0000,0.5891
-0.250,0.2894,0.01834,0.01116,-0.0861,1.0000,0.7847,-0.6064,0.0000,0.0000,0.0000,0.5474
0.000,0.2988,0.01872,0.01161,-0.0819,1.0000,0.8395,-0.5353,0.0000,0.0000,0.0000,0.5236
0.250,0.2986,0.01883,0.01183,-0.0754,1.0000,0.8992,-0.4749,0.0000,0.0000,0.0000,0.5020
0.500,0.3026,0.01880,0.01184,-0.0709,1.0000,0.9404,-0.4578,0.0000,0.0000,0.0000,0.4832
1.000,0.3452,0.01957,0.01252,-0.0711,0.9957,1.0000,-0.5465,0.0000,0.0000,0.0000,0.4547
1.250,0.3923,0.02001,0.01289,-0.0760,0.9861,1.0000,-0.6266,0.0000,0.0000,0.0000,0.4421
1.500,0.4569,0.02047,0.01344,-0.0838,0.9763,1.0000,-0.7391,0.0000,0.0000,0.0000,0.4317
1.750,0.5016,0.02052,0.01353,-0.0876,0.9598,1.0000,-0.8308,0.0000,0.0000,0.0000,0.4227
2.000,0.5606,0.02042,0.01348,-0.0935,0.9446,1.0000,-0.9507,0.0000,0.0000,0.0000,0.4147
2.250,0.6262,0.01944,0.01259,-0.0992,0.9213,1.0000,-1.0879,0.0000,0.0000,0.0000,0.4062
2.500,0.6936,0.01788,0.01118,-0.1044,0.9000,1.0000,-1.2340,0.0000,0.0000,0.0000,0.3980
2.750,0.7292,0.01734,0.01076,-0.1047,0.8802,1.0000,-1.3302,0.0000,0.0000,0.0000,0.3910
3.000,0.7677,0.01663,0.01020,-0.1053,0.8607,1.0000,-1.4333,0.0000,0.0000,0.0000,0.3843
3.250,0.8059,0.01561,0.00932,-0.1050,0.8337,1.0000,-1.5627,0.0000,0.0000,0.0000,0.3773
3.500,0.8394,0.01463,0.00860,-0.1036,0.7912,1.0000,-1.7163,0.0000,0.0000,0.0000,0.3702
3.750,0.8675,0.01403,0.00792,-0.1013,0.7107,1.0000,-1.8775,0.0000,0.0000,0.0000,0.3633
4.000,0.8798,0.01549,0.00750,-0.0961,0.3841,1.0000,-1.9980,0.0000,0.0000,0.0000,0.3555
4.250,0.8930,0.01786,0.00874,-0.0939,0.2334,1.0000,-2.1005,0.0000,0.0000,0.0000,0.3512
4.500,0.9152,0.01941,0.00996,-0.0929,0.1915,1.0000,-2.2265,0.0000,0.0000,0.0000,0.3474
4.750,0.9389,0.02080,0.01112,-0.0925,0.1735,1.0000,-2.3672,0.0000,0.0000,0.0000,0.3441
5.000,0.9654,0.02190,0.01224,-0.0922,0.1599,1.0000,-2.5122,0.0000,0.0000,0.0000,0.3409
5.250,0.9923,0.02383,0.01399,-0.0922,0.1486,1.0000,-2.6523,0.0000,0.0000,0.0000,0.3380
5.500,1.0179,0.02476,0.01518,-0.0919,0.1333,1.0000,-2.8454,0.0000,0.0000,0.0000,0.3351
5.750,1.0417,0.02595,0.01636,-0.0916,0.1163,1.0000,-3.0055,0.0000,0.0000,0.0000,0.3325
6.000,1.0665,0.02726,0.01765,-0.0913,0.1044,1.0000,-3.1455,0.0000,0.0000,0.0000,0.3300
6.250,1.0929,0.02961,0.02026,-0.0909,0.0929,1.0000,-3.2168,0.0000,0.0000,0.0000,0.3273
6.500,1.1169,0.03149,0.02225,-0.0902,0.0811,1.0000,-3.2774,0.0000,0.0000,0.0000,0.3245
6.750,1.1389,0.03659,0.02768,-0.0894,0.0742,1.0000,-3.2579,0.0000,0.0000,0.0000,0.3221
7.000,1.1607,0.03917,0.03073,-0.0881,0.0720,1.0000,-3.2793,0.0000,0.0000,0.0000,0.3192
7.250,1.1790,0.04269,0.03476,-0.0865,0.0708,1.0000,-3.2819,0.0000,0.0000,0.0000,0.3165
7.500,1.1932,0.04679,0.03938,-0.0845,0.0706,1.0000,-3.3156,0.0000,0.0000,0.0000,0.3138
7.750,1.2029,0.05139,0.04447,-0.0824,0.0710,1.0000,-3.3981,0.0000,0.0000,0.0000,0.3113
8.000,1.2081,0.05651,0.05004,-0.0801,0.0719,1.0000,-3.4797,0.0000,0.0000,0.0000,0.3089
8.250,1.2080,0.06250,0.05642,-0.0779,0.0732,1.0000,-3.5220,0.0000,0.0000,0.0000,0.3069
8.500,1.2174,0.06798,0.06226,-0.0766,0.0760,1.0000,-3.6241,0.0000,0.0000,0.0000,0.3051
8.750,1.1787,0.07561,0.07087,-0.0713,0.0874,1.0000,-3.1851,0.0000,0.0000,0.0000,0.3028
9.000,1.1578,0.08243,0.07792,-0.0695,0.0929,1.0000,-3.0670,0.0000,0.0000,0.0000,0.3022
9.250,1.0505,0.10328,0.09925,-0.0778,0.1423,1.0000,-2.1968,0.0000,0.0000,0.0000,0.3165
9.500,1.0234,0.11243,0.10837,-0.0853,0.1402,1.0000,-2.0688,0.0000,0.0000,0.0000,0.3257
9.750,1.0091,0.11982,0.11572,-0.0900,0.1387,1.0000,-1.9937,0.0000,0.0000,0.0000,0.3313
10.000,1.0005,0.12609,0.12196,-0.0932,0.1365,1.0000,-1.9484,0.0000,0.0000,0.0000,0.3351
10.250,0.9967,0.13150,0.12737,-0.0953,0.1341,1.0000,-1.9294,0.0000,0.0000,0.0000,0.3373
10.500,0.9975,0.13629,0.13216,-0.0964,0.1318,1.0000,-1.9364,0.0000,0.0000,0.0000,0.3380
10.750,1.0031,0.14064,0.13652,-0.0963,0.1297,1.0000,-1.9711,0.0000,0.0000,0.0000,0.3371
11.000,1.0135,0.14485,0.14076,-0.0951,0.1278,1.0000,-2.0347,0.0000,0.0000,0.0000,0.3346
11.250,1.0324,0.14999,0.14596,-0.0911,0.1260,1.0000,-2.2638,0.0000,0.0000,0.0000,0.3288
11.500,1.0263,0.15932,0.15525,-0.0933,0.1246,1.0000,-2.2364,0.0000,0.0000,0.0000,0.3312
11.750,1.0105,0.16471,0.16058,-0.0997,0.1240,1.0000,-2.0902,0.0000,0.0000,0.0000,0.3388
12.000,0.9822,0.16863,0.16439,-0.1103,0.1191,1.0000,-1.7918,0.0000,0.0000,0.0000,0.3522
12.250,0.9799,0.17322,0.16897,-0.1135,0.1152,1.0000,-1.7826,0.0000,0.0000,0.0000,0.3554
12.500,0.9819,0.17761,0.17336,-0.1156,0.1120,1.0000,-1.8210,0.0000,0.0000,0.0000,0.3570
12.750,0.9860,0.18181,0.17758,-0.1171,0.1092,1.0000,-1.8858,0.0000,0.0000,0.0000,0.3577
13.000,0.9925,0.18591,0.18170,-0.1180,0.1067,1.0000,-1.9781,0.0000,0.0000,0.0000,0.3575
13.250,1.0031,0.18999,0.18581,-0.1176,0.1043,1.0000,-2.1270,0.0000,0.0000,0.0000,0.3556
13.500,0.5861,0.11789,0.11414,-0.0626,0.1204,1.0000,-0.9435,0.0000,0.0000,0.0000,0.3493
13.750,0.5857,0.12061,0.11685,-0.0650,0.1159,1.0000,-0.9155,0.0000,0.0000,0.0000,0.3531
14.000,0.5904,0.12391,0.12016,-0.0666,0.1123,1.0000,-0.9115,0.0000,0.0000,0.0000,0.3548
14.250,0.5970,0.12732,0.12358,-0.0679,0.1092,1.0000,-0.9193,0.0000,0.0000,0.0000,0.3555
14.500,0.6054,0.13087,0.12714,-0.0690,0.1065,1.0000,-0.9386,0.0000,0.0000,0.0000,0.3553
14.750,0.6167,0.13482,0.13111,-0.0697,0.1042,1.0000,-0.9742,0.0000,0.0000,0.0000,0.3540
15.000,0.6351,0.14036,0.13669,-0.0694,0.1020,1.0000,-1.1205,0.0000,0.0000,0.0000,0.3499


