-12.000,-0.4745,0.15406,0.14432,-0.0033,1.0000,0.2752,-1.1072,0.0000,0.0000,0.0000,0.2366
-11.500,-0.4969,0.15890,0.14935,-0.0043,1.0000,0.2973,-1.1696,0.0000,0.0000,0.0000,0.2357
-11.000,-0.4508,0.14085,0.13132,-0.0038,1.0000,0.3273,-1.1014,0.0000,0.0000,0.0000,0.2355
-10.500,-0.4930,0.15041,0.14116,-0.0034,1.0000,0.3492,-1.1864,0.0000,0.0000,0.0000,0.2381
-10.000,-0.4479,0.13405,0.12480,-0.0020,1.0000,0.3955,-1.0936,0.0000,0.0000,0.0000,0.2400
-9.500,-0.4156,0.12304,0.11385,-0.0010,1.0000,0.4398,-1.0049,0.0000,0.0000,0.0000,0.2420
-9.000,-0.3949,0.11577,0.10668,0.0007,1.0000,0.4888,-0.9258,0.0000,0.0000,0.0000,0.2461
-8.500,-0.3768,0.10873,0.09960,0.0031,1.0000,0.5461,-0.8444,0.0000,0.0000,0.0000,0.2525
-8.000,-0.3713,0.10495,0.09598,0.0068,1.0000,0.6000,-0.8403,0.0000,0.0000,0.0000,0.2627
-7.500,-0.3194,0.09360,0.08466,0.0054,1.0000,0.6608,-0.7969,0.0000,0.0000,0.0000,0.2607
-7.000,-0.2913,0.08658,0.07773,0.0057,1.0000,0.7142,-0.7819,0.0000,0.0000,0.0000,0.2633
-6.500,-0.2740,0.08088,0.07216,0.0068,1.0000,0.7540,-0.7798,0.0000,0.0000,0.0000,0.2684
-6.000,-0.2695,0.07596,0.06743,0.0068,1.0000,0.7336,-0.7950,0.0000,0.0000,0.0000,0.2694
-5.500,-0.3831,0.07749,0.06967,0.0076,1.0000,0.5120,-0.9590,0.0000,0.0000,0.0000,0.2669
-5.000,-0.3712,0.06243,0.05415,-0.0430,1.0000,0.2450,-1.3165,0.0000,0.0000,0.0000,0.1326
-4.500,-0.2841,0.04955,0.03976,-0.0640,1.0000,0.1746,-1.4582,0.0000,0.0000,0.0000,0.0228
-4.000,-0.2136,0.04212,0.03128,-0.0701,1.0000,0.1489,-1.4686,0.0000,0.0000,0.0000,-0.0812
-3.500,-0.1528,0.03651,0.02500,-0.0722,1.0000,0.1370,-1.4252,0.0000,0.0000,0.0000,-0.2259
-3.000,-0.0932,0.03304,0.02051,-0.0719,1.0000,0.1305,-1.3772,0.0000,0.0000,0.0000,-0.5272
-2.500,-0.0403,0.03044,0.01720,-0.0704,1.0000,0.1432,-1.2628,0.0000,0.0000,0.0000,-1.5096
-2.000,0.0160,0.02809,0.01473,-0.0699,1.0000,0.1669,-1.1779,0.0000,0.0000,0.0000,4.6536
-1.500,0.0788,0.02406,0.01348,-0.0703,1.0000,0.6628,-1.1570,0.0000,0.0000,0.0000,1.1470
-1.000,0.0573,0.02293,0.01256,-0.0504,1.0000,1.0000,-1.2032,0.0000,0.0000,0.0000,1.1330
-0.500,0.1180,0.02356,0.01163,-0.0517,1.0000,1.0000,-1.1519,0.0000,0.0000,0.0000,0.6886
