-12.000,-0.2120,0.07721,0.07458,-0.0260,1.0000,0.0212,-0.7234,0.0000,0.0000,0.0000,0.1311
-11.500,-0.2164,0.07455,0.07197,-0.0245,1.0000,0.0230,-0.7681,0.0000,0.0000,0.0000,0.1401
-11.000,-0.2256,0.07257,0.07005,-0.0239,1.0000,0.0243,-0.8608,0.0000,0.0000,0.0000,0.1471
-10.500,-0.2212,0.06816,0.06566,-0.0278,0.9977,0.0248,-0.9704,0.0000,0.0000,0.0000,0.1272
-10.000,-0.2093,0.06219,0.05970,-0.0328,0.9932,0.0251,-1.0704,0.0000,0.0000,0.0000,0.0963
-9.500,-0.1867,0.05275,0.05030,-0.0361,0.9871,0.0275,-1.0347,0.0000,0.0000,0.0000,0.0600
-9.000,-0.1652,0.04706,0.04457,-0.0403,0.9820,0.0323,-0.8907,0.0000,0.0000,0.0000,0.0098
-8.500,-0.1576,0.04125,0.03876,-0.0461,0.9786,0.0358,-0.9303,0.0000,0.0000,0.0000,-0.0386
-8.000,-0.1612,0.03563,0.03315,-0.0523,0.9763,0.0370,-1.0512,0.0000,0.0000,0.0000,-0.0711
-7.500,-0.1781,0.02965,0.02722,-0.0574,0.9751,0.0372,-1.2122,0.0000,0.0000,0.0000,-0.0698
-7.000,-0.2125,0.02469,0.02226,-0.0573,0.9677,0.0370,-1.3452,0.0000,0.0000,0.0000,-0.0181
-6.500,-0.2375,0.01893,0.01634,-0.0622,0.9590,0.0370,-1.4860,0.0000,0.0000,0.0000,-0.0110
-6.000,-0.2207,0.01261,0.00949,-0.0697,0.9534,0.0377,-1.5260,0.0000,0.0000,0.0000,-0.0649
-5.500,-0.3371,0.04618,0.04259,-0.0624,0.9920,0.0346,-1.8888,0.0000,0.0000,0.0000,0.0624
-5.000,-0.2541,0.03742,0.03300,-0.0741,0.9869,0.0395,-1.8501,0.0000,0.0000,0.0000,-0.0449
-4.500,-0.1825,0.03340,0.02874,-0.0804,0.9825,0.0466,-1.5704,0.0000,0.0000,0.0000,-0.1943
-4.000,-0.1025,0.02704,0.02187,-0.0891,0.9799,0.0587,-1.3887,0.0000,0.0000,0.0000,-0.6261
-3.500,-0.0210,0.02317,0.01748,-0.0964,0.9774,0.0835,-1.1423,0.0000,0.0000,0.0000,-4.3714
-3.000,0.0552,0.02019,0.01454,-0.1031,0.9755,0.1408,-0.8612,0.0000,0.0000,0.0000,2.1289
-2.000,0.2079,0.01496,0.00797,-0.1046,0.9646,0.0284,-0.9947,0.0000,0.0000,0.0000,0.7551
-1.500,0.2861,0.01387,0.00684,-0.1093,0.9593,0.0246,-0.7750,0.0000,0.0000,0.0000,0.6332
-1.000,0.3671,0.01303,0.00580,-0.1149,0.9554,0.0236,-0.5444,0.0000,0.0000,0.0000,0.5634
0.000,0.5294,0.01070,0.00546,-0.1259,0.9396,0.7398,-0.6609,0.0000,0.0000,0.0000,0.4873
0.500,0.5943,0.00989,0.00480,-0.1252,0.9142,0.7869,-0.8193,0.0000,0.0000,0.0000,0.4598
1.000,0.6206,0.00969,0.00488,-0.1153,0.8861,0.8683,-0.9360,0.0000,0.0000,0.0000,0.4346
1.500,0.6753,0.00946,0.00465,-0.1144,0.8614,0.8783,-1.0940,0.0000,0.0000,0.0000,0.4178
2.000,0.7250,0.00918,0.00433,-0.1120,0.8220,0.8901,-1.2509,0.0000,0.0000,0.0000,0.4025
2.500,0.7740,0.00908,0.00414,-0.1097,0.7626,0.9047,-1.4110,0.0000,0.0000,0.0000,0.3892
3.000,0.8174,0.00939,0.00399,-0.1061,0.6283,0.9216,-1.5964,0.0000,0.0000,0.0000,0.3770
3.500,0.8413,0.01170,0.00472,-0.1002,0.3015,0.9452,-1.8053,0.0000,0.0000,0.0000,0.3658
4.000,0.8845,0.01352,0.00561,-0.0990,0.1430,1.0000,-2.0943,0.0000,0.0000,0.0000,0.3582
4.500,0.9425,0.01486,0.00668,-0.1005,0.1034,1.0000,-2.4420,0.0000,0.0000,0.0000,0.3524
5.000,0.9996,0.01596,0.00794,-0.1015,0.0875,1.0000,-2.8119,0.0000,0.0000,0.0000,0.3468
5.500,1.0514,0.01761,0.00966,-0.1014,0.0727,1.0000,-3.1756,0.0000,0.0000,0.0000,0.3412
6.000,1.1024,0.01914,0.01125,-0.1009,0.0518,1.0000,-3.4629,0.0000,0.0000,0.0000,0.3357
6.500,1.1497,0.02116,0.01329,-0.0997,0.0394,1.0000,-3.6706,0.0000,0.0000,0.0000,0.3303
7.000,1.1937,0.02517,0.01763,-0.0976,0.0368,1.0000,-3.8231,0.0000,0.0000,0.0000,0.3248
7.500,1.2400,0.02957,0.02260,-0.0959,0.0364,1.0000,-4.2353,0.0000,0.0000,0.0000,0.3198
8.000,1.2776,0.03623,0.02995,-0.0932,0.0368,1.0000,-4.7332,0.0000,0.0000,0.0000,0.3149
8.500,1.2992,0.04485,0.03935,-0.0890,0.0373,1.0000,-5.0897,0.0000,0.0000,0.0000,0.3100
9.500,1.3270,0.05752,0.05322,-0.0794,0.0386,1.0000,-5.8400,0.0000,0.0000,0.0000,0.3003
10.000,1.2048,0.07752,0.07456,-0.0658,0.0450,1.0000,-4.5779,0.0000,0.0000,0.0000,0.2950
10.500,1.1326,0.09171,0.08908,-0.0669,0.0466,1.0000,-4.1116,0.0000,0.0000,0.0000,0.2990
11.000,0.8000,0.03316,0.03034,-0.0091,0.0395,1.0000,-3.5987,0.0000,0.0000,0.0000,0.2521
11.500,0.7339,0.04395,0.04150,-0.0165,0.0402,1.0000,-3.1246,0.0000,0.0000,0.0000,0.2628
12.000,0.6060,0.08092,0.07859,-0.0460,0.0467,1.0000,-1.5662,0.0000,0.0000,0.0000,0.3180
12.500,1.0216,0.16434,0.16175,-0.1103,0.0551,1.0000,-2.6616,0.0000,0.0000,0.0000,0.3465
13.000,1.0326,0.17084,0.16837,-0.1095,0.0520,1.0000,-2.9874,0.0000,0.0000,0.0000,0.3438
13.500,0.5958,0.11328,0.11094,-0.0647,0.0631,1.0000,-1.0488,0.0000,0.0000,0.0000,0.3506
14.000,0.6071,0.11973,0.11740,-0.0677,0.0585,1.0000,-1.0789,0.0000,0.0000,0.0000,0.3528
14.500,0.6243,0.12570,0.12339,-0.0694,0.0548,1.0000,-1.2043,0.0000,0.0000,0.0000,0.3518
15.000,0.6483,0.13277,0.13050,-0.0700,0.0521,1.0000,-1.5186,0.0000,0.0000,0.0000,0.3478
